id,uwi,latitude,longitude,well_name
1021,JET_0804,46.51909000,56.16860000,#Н/Д
1022,JET_0805,46.52412000,56.16878000,G_805/6
1023,JET_0806,46.53021000,56.16914000,#Н/Д
1024,JET_0807,46.53601000,56.17077000,#Н/Д
1025,JET_0808,46.54146000,56.17124000,#Н/Д
1026,JET_0809,46.54674000,56.17141000,809/22 доб.
1027,JET_0810,46.55122000,56.17192000,#Н/Д
1028,JET_0811,46.55722000,56.17381000,G_811/3 нагн.
1029,JET_0812,46.56150000,56.16218000,#Н/Д
1030,JET_0813,46.55633000,56.16561000,G_813/3
1031,JET_0814,46.55043000,56.16521000,814/11 доб.
1032,JET_0815,46.53936000,56.16335000,G_815/22 доб.
1033,JET_0816,46.53280000,56.16258000,#Н/Д
1034,JET_0817,46.52876000,56.15867000,#Н/Д
1035,JET_0818,46.52209796,56.16136393,G_818/20
1036,JET_0819,46.54202000,56.15015000,819/10 нагн.
1037,JET_0820,46.52506000,56.15362000,G_820/18
1038,JET_0821,46.53162000,56.15475000,821/20 доб.
1039,JET_0822,46.53541000,56.15627000,#Н/Д
1040,JET_0823,46.54464000,56.15685000,823/10
1041,JET_0824,46.54740000,56.15828000,824/31
1042,JET_0825,46.52305000,56.20530000,#Н/Д
1043,JET_0826,46.56067000,56.15208000,G_826/11 доб.
1044,JET_0827,46.55347000,56.15052000,#Н/Д
1045,JET_0828,46.54865000,56.15053000,828/14 доб.
1046,JET_0829,46.53897000,56.14801000,#Н/Д
1047,JET_0830,46.53439000,56.14640000,#Н/Д
1048,JET_0831,46.52850000,56.14761000,831/7 доб.
1049,JET_0832,46.53591000,56.14102000,G_832/18
1050,JET_0833,46.54204437,56.14149583,833/18 доб.
1051,JET_0834,46.54706352,56.14244310,G_834/32
1052,JET_0835,46.55230000,56.14382000,835/14 доб
1053,JET_0836,46.55840000,56.14423000,#Н/Д
1054,JET_0837,46.54650000,56.12986000,G_837/15
1055,JET_0838,46.55571000,56.13656000,838/14
1056,JET_0839,46.54939000,56.13667000,#Н/Д
1057,JET_0840,46.54478000,56.13492000,G_840/15
1058,JET_0841,46.53991000,56.13462000,#Н/Д
1059,JET_0842,46.53424000,56.13354000,G_842/18
1060,JET_0843,46.53208000,56.12868000,G_843/18
1061,JET_0844,46.53354000,56.12357000,G_844/15
1062,JET_0845,46.53621000,56.12604000,#Н/Д
1063,JET_0846,46.54273000,56.12626000,G_846/15 доб.
1064,JET_0847,46.54860000,56.12863000,G_847/21
1065,JET_0848,46.55418000,56.12825000,#Н/Д
1066,JET_0849,46.55765000,56.13058000,G_849/2
1067,JET_0850,46.53322091,56.14978141,G_850/7
1068,JET_0851,46.55673000,56.12190000,851/29
1069,JET_0852,46.55149000,56.12164000,#Н/Д
1070,JET_0853,46.54694000,56.12015000,#Н/Д
1071,JET_0854,46.54017000,56.11915000,#Н/Д
1072,JET_0855,46.55798000,56.11022000,#Н/Д
1073,JET_0856,46.53616000,56.11776000,#Н/Д
1074,JET_0857,46.53892000,56.11154000,857/27 нагн.
1075,JET_0858,46.54464000,56.11090000,G_858/27
1076,JET_0859,46.55388000,56.11425000,#Н/Д
1077,JET_0860,46.55964000,56.11452000,#Н/Д
1078,JET_0862,46.55269000,56.10517000,#Н/Д
1079,JET_0863,46.54733000,56.10427000,G_863/8 доб.
1080,JET_0864,46.53009592,56.15192772,864/7 доб
1081,JET_0865,46.54503000,56.09745000,#Н/Д
1082,JET_0866,46.54976000,56.09744000,G_866/6
1083,JET_0867,46.56087000,56.09091000,#Н/Д
1084,JET_0868,46.54133000,56.13612000,G_868
1085,JET_0869,46.56696000,56.09578000,#Н/Д
1086,JET_0870,46.56326000,56.09339000,#Н/Д
1087,JET_0871,46.55780000,56.09239000,G_871/13 доб.
1088,JET_0872,46.55270000,56.09181000,#Н/Д
1089,JET_0873,46.54749000,56.09171000,#Н/Д
1090,JET_0874,46.55063000,56.08355000,#Н/Д
1091,JET_0875,46.56115000,56.08559000,G_875/13 доб.
1092,JET_0876,46.56819000,56.08480000,#Н/Д
1093,JET_0877,46.57019000,56.08512000,#Н/Д
1094,JET_0878,46.56352000,56.07845000,#Н/Д
1095,JET_0879,46.55930000,56.07653000,879/13
1096,JET_0880,46.55492000,56.07651000,G_880
1097,JET_0881,46.52834000,56.15411000,881/7
1098,JET_0883,46.55749000,56.06879000,#Н/Д
1099,JET_0884,46.56225000,56.07029000,#Н/Д
1100,JET_0884Д,46.56257292,56.07070412,#Н/Д
1101,JET_0885,46.56819000,56.07075000,#Н/Д
1102,JET_0886,46.54564000,56.14136000,#Н/Д
1103,JET_0887,46.53663000,56.13250000,#Н/Д
1104,JET_0888,46.56605000,56.06392000,888/13 доб.
1105,JET_0889,46.56037000,56.06185000,#Н/Д
1106,JET_0892,46.53936000,56.21896000,#Н/Д
1107,JET_0893,46.54523000,56.15380000,#Н/Д
1108,JET_0895,46.53046000,56.14031000,G_895
1109,JET_0896,46.56886000,56.07836000,G_896
1110,JET_0897,46.55026000,56.11164000,G_897
1111,JET_0898,46.54287000,56.12076000,#Н/Д
1112,JET_0899,46.52659000,56.17423000,G_899
1113,JET_0900,46.55823000,56.14370000,#Н/Д
1114,JET_0902,46.55534000,56.12799000,#Н/Д
1115,JET_0903,46.56610000,56.08707000,G_903/16
1116,JET_0908,46.51964000,56.27098000,G_908
1117,JET_0909,46.53224000,56.26154000,#Н/Д
1118,JET_0910,46.52354000,56.25203000,G_910/5
1119,JET_0911,46.53363710,56.26645644,911/28
1120,JET_0912,46.52999000,56.26600000,G_912
1121,JET_0913,46.52517000,56.26548000,#Н/Д
1122,JET_0914,46.51898000,56.26600000,#Н/Д
1123,JET_0915,46.52366000,56.25709000,G_915
1124,JET_0916,46.51795000,56.25614000,916/5
1125,JET_0917,46.51562000,56.26499000,#Н/Д
1126,JET_0918,46.55661000,56.15306000,G_918/11
1127,JET_0919,46.52928000,56.24384000,919/28
1128,JET_0920,46.53541000,56.24291000,920/28
1129,JET_0921,46.53030000,56.23292000,G_921/28
1130,JET_0922,46.53326000,56.22702300,G_922/1
1131,JET_0923,46.53628177,56.22789201,923/1
1132,JET_0924,46.52957000,56.22055000,924/26
1133,JET_0925,46.55358000,56.16886000,925/3 доб.
1134,JET_0926,46.55414000,56.16139000,#Н/Д
1135,JET_0927,46.53016000,56.20937000,927/17
1136,JET_0928,46.53526000,56.20456000,G_928/12
1137,JET_0929,46.54690000,56.19986000,G_929/9 доб.
1138,JET_0930,46.54899000,56.18185000,G_930/3
1139,JET_0931,46.54631000,56.16165000,931/22
1140,JET_0932,46.52512000,56.19958000,G_932/17
1141,JET_0933,46.52212000,56.14975000,G_933
1142,JET_0934,46.54640299,56.17948792,934/3 доб.
1143,JET_0935,46.54635992,56.19180155,935/19
1144,JET_0936,46.54173000,56.13091000,936/15
1145,JET_0937,46.54415000,56.12357000,937/15 доб.
1146,JET_0938,46.53468000,56.25810000,#Н/Д
1147,JET_0939,46.52881000,56.26713000,#Н/Д
1148,JET_0940,46.52167000,56.18712000,#Н/Д
1149,JET_0941,46.53202000,56.19178000,941/16
1150,JET_0942,46.53564552,56.19362691,G_942/19
1151,JET_0943,46.54381000,56.19169000,943/19
1152,JET_0944,46.53764000,56.18893000,#Н/Д
1153,JET_0945,46.54708000,56.18518000,#Н/Д
1154,JET_0946,46.54221000,56.18172000,G_946/19
1155,JET_0947,46.51782000,56.17696000,#Н/Д
1156,JET_0949,46.53591000,56.17285000,#Н/Д
1157,JET_0950,46.54357000,56.17678000,950/3  нагн.
1158,JET_0951,46.55195000,56.18100000,#Н/Д
1159,JET_0952,46.55619000,56.18071000,952/3
1160,JET_0953,46.55530000,56.17363000,#Н/Д
1161,JET_0954,46.53003000,56.16246000,G_954/20
1162,JET_0955,46.52488000,56.16163000,G_955/20
1163,JET_0956,46.52789000,56.16593000,956/20 доб.
1164,JET_0957,46.53785333,56.16270550,G_957/22
1165,JET_0958,46.54567406,56.16587374,G_958/22
1166,JET_0959,46.54852000,56.16014000,#Н/Д
1167,JET_0960,46.54057000,56.15638000,G_960/10 нагн.
1168,JET_0961,46.54457000,56.14200000,#Н/Д
1169,JET_0962,46.55445000,56.15069000,G_962/11 доб.
1170,JET_0963,46.55326000,56.13633000,#Н/Д
1171,JET_0964,46.55089000,56.12767000,#Н/Д
1172,JET_0965,46.53972000,56.12082000,#Н/Д
1173,JET_0966,46.55293000,56.12185000,#Н/Д
1174,JET_0967,46.52253000,56.22872000,967/5
1175,JET_0969,46.56473000,56.10187000,969/23
1176,JET_0970,46.56003000,56.09886000,#Н/Д
1177,JET_0971,46.55519000,56.09977000,G_971/13
1178,JET_0973,46.56783000,56.09077000,#Н/Д
1179,JET_0974,46.55749000,56.08599000,974/13
1180,JET_0975,46.55969000,56.08218000,G_975/13
1181,JET_0976,46.56713000,56.08059000,G_976/16
1182,JET_0977,46.57096000,56.09076000,#Н/Д
1183,JET_0978,46.55563000,56.17818000,#Н/Д
1184,JET_0979,46.55233000,56.18809000,979/16
1185,JET_0980,46.55095000,56.19140000,980/9 доб.
1186,JET_0981,46.55027000,56.19631000,#Н/Д
1187,JET_0984,46.53072000,56.22790000,984/1 доб.
1188,JET_0987,46.53259000,56.22136000,#Н/Д
1189,JET_0990,46.54818000,56.16396000,#Н/Д
1190,JET_0994,46.55019284,56.18021272,994/3
1191,JET_0995,46.53207000,56.17368000,995/6 доб.
1192,JET_0996,46.52389000,56.25859000,#Н/Д
1193,JET_0997,46.55601000,56.12817000,997/21
1194,JET_0999,46.51572000,56.19778000,#Н/Д
1195,JET_1000,46.56848000,56.05697000,G_1000/13
1196,JET_1001,46.56501000,56.06275000,G_1001/13
1197,JET_1002,46.56689000,56.06684000,#Н/Д
1198,JET_1003,46.56450000,56.06674000,G_1003
1199,JET_1007,46.55782000,56.07247000,#Н/Д
1200,JET_1008,46.56552000,56.05524000,G_1008/24
1201,JET_1009,46.54036000,56.21700900,G_1009/1.доб
1202,JET_1011,46.55757000,56.07803000,G_1011/13 нагн.
1203,JET_1012,46.56123000,56.08681000,1012/13
1204,JET_1013,46.55542000,56.07563000,1013/13
1205,JET_1014,46.56218415,56.08214299,G_1014/13 наг
1206,JET_1015,46.56022000,56.08024000,G_1015/13
1207,JET_1016,46.55787000,56.08048000,G_1016/13
1208,JET_1017,46.55494000,56.07945000,G_1017/13
1209,JET_1021,46.55766000,56.08446000,#Н/Д
1210,JET_1022,46.55551000,56.08451000,G_1022/13 доб.
1211,JET_1023,46.56190000,56.09357000,#Н/Д
1212,JET_1024,46.55912000,56.09180000,#Н/Д
1213,JET_1025,46.55563000,56.09188000,#Н/Д
1214,JET_1026,46.55237000,56.09020000,1026/13
1215,JET_1029,46.56257000,56.09013000,G_1029/16
1216,JET_1030,46.55352000,56.09642000,G_1030/8
1217,JET_1031,46.55708000,56.08657000,G_1031/13
1218,JET_1032,46.55711000,56.08883000,G_1032/13
1219,JET_1033,46.55874000,56.10157000,G_1033/23 нагн.
1220,JET_1034,46.55457000,56.10139000,G_1034/8
1221,JET_1035,46.55214000,56.09959000,1035/8
1222,JET_1036,46.54720000,56.10164000,#Н/Д
1223,JET_1037,46.56305000,56.10732000,#Н/Д
1224,JET_1038,46.55948000,56.10668000,G_1038/23 доб.
1225,JET_1039,46.55677000,56.10638000,#Н/Д
1226,JET_1040,46.55197000,56.10561000,#Н/Д
1227,JET_1041,46.54921000,56.10703000,G_1041/25 нагн.
1228,JET_1042,46.54522655,56.10423324,G_1042/8 доб
1229,JET_1043,46.55455000,56.08789000,G_1043/13
1230,JET_1045,46.56195000,56.10239000,G_1045/16 доб.
1231,JET_1046,46.55337000,56.11089000,#Н/Д
1232,JET_1047,46.54896000,56.11267000,#Н/Д
1233,JET_1048,46.54665000,56.11037000,#Н/Д
1234,JET_1049,46.55890072,56.09519313,G_1049/8 нагн.
1235,JET_1050,46.55349000,56.09351000,G_1050/25
1236,JET_1051,46.55878000,56.11695000,#Н/Д
1237,JET_1052,46.55499000,56.11690000,G_1052/29 доб.
1238,JET_1053,46.55167000,56.11514000,#Н/Д
1239,JET_1054,46.54789000,56.11550000,G_1054/27
1240,JET_1055,46.54422000,56.11504000,#Н/Д
1241,JET_1056,46.54894000,56.09134000,1056/18
1242,JET_1057,46.56109000,56.12168000,#Н/Д
1243,JET_1058,46.56096000,56.09553000,G_1058/16 доб.
1244,JET_1059,46.55385000,56.12059000,G_1059/29
1245,JET_1060,46.54930000,56.11989000,G_1060/27
1246,JET_1061,46.54515000,56.11977000,G_1061/27
1247,JET_1062,46.54306000,56.11898000,1062/27
1248,JET_1063,46.55672898,56.09527756,G_1063/8
1249,JET_1064,46.55144000,56.09505000,G_1064/8
1250,JET_1065,46.54874000,56.09460000,1065/8
1251,JET_1066,46.55728000,56.12694000,G_1066/2 доб.
1252,JET_1067,46.55394000,56.12644000,#Н/Д
1253,JET_1068,46.54974000,56.12586000,G_1068/29 доб.
1254,JET_1069,46.54687539,56.12387115,#Н/Д
1255,JET_1070,46.55478000,56.14107000,#Н/Д
1256,JET_1071,46.54345000,56.12455000,#Н/Д
1257,JET_1072,46.54001000,56.12395000,G_1072/15
1258,JET_1073,46.53621000,56.12349000,1073/15
1259,JET_1074,46.55174000,56.14031000,G_1074/14 нагн.
1260,JET_1075,46.54771000,56.13984000,#Н/Д
1261,JET_1076,46.56144000,56.10290000,G_1076/16
1262,JET_1077,46.55366000,56.13571000,G_1077/21
1263,JET_1078,46.54936000,56.13508000,#Н/Д
1264,JET_1079,46.54742000,56.13617000,#Н/Д
1265,JET_1080,46.54414000,56.14046000,G_1080/32
1266,JET_1081,46.54264000,56.13445000,#Н/Д
1267,JET_1082,46.53894000,56.13368000,G_1082/18 нагн.
1268,JET_1083,46.53525000,56.13319000,G_1083/18 нагн.
1269,JET_1084,46.55050000,56.10253000,G_1084/8
1270,JET_1085,46.54040000,56.13865000,G_1085/18 нагн.
1271,JET_1086,46.53667000,56.13844000,G_1086/18 доб.
1272,JET_1087,46.53320000,56.13749000,G_1087/18
1273,JET_1088,46.56316000,56.09979000,1088/16
1274,JET_1089,46.55597000,56.09772000,G_1089/25 доб.
1275,JET_1090,46.55918000,56.14686000,G_1090/14
1276,JET_1091,46.55254000,56.14611000,#Н/Д
1277,JET_1092,46.54828000,56.14495000,G_1092/32 доб.
1278,JET_1093,46.54547000,56.14477000,G_1093/32
1279,JET_1094,46.54118000,56.14339000,G_1094/18 доб.
1280,JET_1095,46.55421000,56.09807000,G_1095/25
1281,JET_1096,46.53749000,56.14472000,G_1096/18.доб
1282,JET_1097,46.53470000,56.14265000,1097/18
1283,JET_1098,46.55617000,56.10303000,G_1098/25
1284,JET_1099,46.56156000,56.10796000,G_1099/23
1285,JET_1100,46.55459000,56.13108000,G_1100/21
1286,JET_1101,46.55403000,56.10689000,G_1101/25
1287,JET_1102,46.55260000,56.15168000,G_1102/11 нагн.
1288,JET_1103,46.55004000,56.15048000,#Н/Д
1289,JET_1104,46.54660000,56.15010000,1104/11
1290,JET_1105,46.55187000,56.12889000,1105/21
1291,JET_1106,46.54338000,56.14893000,G_1106/32.доб
1292,JET_1107,46.54063000,56.14999000,#Н/Д
1293,JET_1108,46.53676000,56.15066000,#Н/Д
1294,JET_1109,46.52912000,56.18683000,G_1109/6
1295,JET_1110,46.54819000,56.13018000,G_1110/21
1296,JET_1113,46.55607000,56.15637000,G_1113/11
1297,JET_1114,46.55142000,56.15607000,#Н/Д
1298,JET_1115,46.54490000,56.12980000,#Н/Д
1299,JET_1116,46.54800000,56.15490000,#Н/Д
1300,JET_1117,46.54424000,56.15519000,G_1117/10
1301,JET_1118,46.54151000,56.15172000,G_1118/10.нагн
1302,JET_1120,46.54128000,56.12918000,G_1120/15
1303,JET_1121,46.55816708,56.18293517,G_1121/3
1304,JET_1122,46.56154000,56.11092000,#Н/Д
1305,JET_1123,46.52754000,56.15143000,G_1123/7
1306,JET_1125,46.53762000,56.12856000,G_1125/15
1307,JET_1126,46.55662000,56.16142000,G_1126/11
1308,JET_1127,46.55304000,56.16042000,G_1127/11
1309,JET_1128,46.54971000,56.16105000,#Н/Д
1310,JET_1129,46.54531000,56.16040000,#Н/Д
1311,JET_1130,46.53411000,56.12815000,#Н/Д
1312,JET_1131,46.55001000,56.10951000,#Н/Д
1313,JET_1132,46.53819000,56.15806000,G_1132/10  доб.
1314,JET_1133,46.53493000,56.15782000,G_1133/20
1315,JET_1134,46.53129489,56.15797759,G_1134/20.доб
1316,JET_1135,46.52794000,56.15657000,#Н/Д
1317,JET_1136,46.52453000,56.15579000,#Н/Д
1318,JET_1137,46.54602000,56.10999000,#Н/Д
1319,JET_1138,46.54188000,56.11242000,G_1138/27
1320,JET_1140,46.54758000,56.16404000,#Н/Д
1321,JET_1141,46.55784000,56.11805000,G_1141/29 нагн.
1322,JET_1142,46.53681000,56.16283000,#Н/Д
1323,JET_1143,46.53287000,56.16162000,1143/20
1324,JET_1143д,46.53172212,56.16245164,1143/20
1325,JET_1144,46.52962000,56.16086000,#Н/Д
1326,JET_1145,46.52647000,56.16057000,#Н/Д
1327,JET_1146,46.55250000,56.11794000,G_1146/29
1328,JET_1147,46.54882000,56.11588000,G_1147/27 доб.
1329,JET_1148,46.55419000,56.17168000,#Н/Д
1330,JET_1149,46.54609000,56.11574000,G_1149/27
1331,JET_1150,46.54987000,56.17108000,#Н/Д
1332,JET_1151,46.54409428,56.16412463,G_1151/22
1333,JET_1152,46.54410000,56.16412000,G_1152/22
1334,JET_1153,46.53809000,56.16818000,#Н/Д
1335,JET_1154,46.53450000,56.16687000,G_1154/20
1336,JET_1155,46.53095000,56.16590000,#Н/Д
1337,JET_1158,46.55659000,56.17935000,G_1158/3
1338,JET_1159,46.55494000,56.17738000,G_1159/3 доб.
1339,JET_1160,46.54893000,56.17480000,#Н/Д
1340,JET_1161,46.55755000,56.12136000,G_1161/29
1341,JET_1162,46.55212000,56.12090000,G_1162/29
1342,JET_1163,46.54682000,56.12063000,G_1163/27
1343,JET_1164,46.54074000,56.11878000,#Н/Д
1344,JET_1165,46.55956000,56.12619000,G_1165/2 нагн.
1345,JET_1166,46.55524000,56.12505000,G_1166/2
1346,JET_1167,46.55150000,56.12514000,G_1167/29
1347,JET_1168,46.54887000,56.12409000,1168/27
1348,JET_1169,46.54354000,56.12302000,1169/15
1349,JET_1170,46.54710763,56.17573995,G_1170/34
1350,JET_1171,46.54303000,56.17480000,1171/3 нагн.
1351,JET_1172,46.54026000,56.17273000,G_1172/22 доб.
1352,JET_1173,46.53745000,56.17224000,G_1173/22
1353,JET_1174,46.53331000,56.17151000,G_1174/6
1354,JET_1176,46.56008000,56.12822000,#Н/Д
1355,JET_1177,46.55320000,56.13006000,G_1177/21 нагн.
1356,JET_1180,46.55104000,56.18040000,#Н/Д
1357,JET_1181,46.54731000,56.17998000,G_1181/3
1358,JET_1182,46.54343000,56.17994000,G_1182/19
1359,JET_1183,46.55902000,56.13343000,#Н/Д
1360,JET_1184,46.53693000,56.18018000,G_1184/19 нагн.
1361,JET_1185,46.53330000,56.17651000,G_1185/6
1362,JET_1186,46.55665000,56.13192000,G_1186/2 нагн.
1363,JET_1187,46.55149000,56.13223000,G_1187/21
1364,JET_1188,46.54898000,56.13247000,G_1188/14
1365,JET_1188Д,46.54888000,56.13307000,G_1188/14
1366,JET_1189,46.54324000,56.13106000,#Н/Д
1367,JET_1191,46.55003000,56.13853000,G_1191/14
1368,JET_1192,46.54575000,56.18290000,G_1192/19
1369,JET_1193,46.55899000,56.13667000,G_1193/2
1370,JET_1194,46.53940000,56.18339000,G_1194/19
1371,JET_1195,46.53270000,56.18308000,G_1195/6
1372,JET_1196,46.53115000,56.18242000,G_1196/6
1373,JET_1197,46.54237000,56.13798000,G_1197/18 доб 
1374,JET_1198,46.55648000,56.13621000,G_1198/21
1375,JET_1199,46.55125000,56.13568000,#Н/Д
1376,JET_1200,46.55351000,56.18943000,G_1200/3
1377,JET_1201,46.53928000,56.14103000,1201/18
1378,JET_1202,46.54806000,56.18926000,#Н/Д
1379,JET_1203,46.54562000,56.13528000,G_1203/14
1380,JET_1204,46.55087000,56.14400000,#Н/Д
1381,JET_1205,46.53625000,56.18885000,G_1205/19
1382,JET_1206,46.53266000,56.18722000,#Н/Д
1383,JET_1207,46.54111000,56.13461000,G_1207/18 доб
1384,JET_1208,46.55279000,56.19646000,#Н/Д
1385,JET_1209,46.54736000,56.19612000,G_1209/9
1386,JET_1210,46.54476000,56.19373000,G_1210/19
1387,JET_1211,46.54097000,56.19011000,G_1211/19
1388,JET_1212,46.53493000,56.13421000,#Н/Д
1389,JET_1213,46.55882000,56.14011000,#Н/Д
1390,JET_1214,46.55542000,56.13986000,G_1214/14
1391,JET_1215,46.55348000,56.14017000,#Н/Д
1392,JET_1216,46.54330000,56.14507000,G_1216/32
1393,JET_1217,46.54360000,56.13677000,G_1217/29
1394,JET_1218,46.53158000,56.14393000,G_1218/18
1395,JET_1219,46.53831322,56.13665843,G_1219/18
1396,JET_1220,46.53476000,56.13751000,1220/18
1397,JET_1221,46.53939000,56.19278000,G_1221/19 доб.
1398,JET_1222,46.55873000,56.14426000,G_1222/14
1399,JET_1223,46.53172000,56.14783000,G_1223/7
1400,JET_1224,46.55125000,56.20470000,G_1224/9 нагн.
1401,JET_1225,46.53494000,56.14937000,1225/7
1402,JET_1227,46.54168000,56.14762000,#Н/Д
1403,JET_1228,46.55608000,56.14445000,G_1228/14 нагн.
1404,JET_1229,46.55322000,56.14340000,G_1229/14 нагн.
1405,JET_1230,46.54668000,56.14194000,#Н/Д
1406,JET_1231,46.53134000,56.14055000,G_1231/18
1407,JET_1232,46.55661000,56.14790000,1232/11 доб.
1408,JET_1233,46.55323000,56.15752000,G_1233/11
1409,JET_1234,46.55324000,56.14805000,#Н/Д
1410,JET_1235,46.55004000,56.14717000,1235/14
1411,JET_1237,46.56114000,56.15208000,#Н/Д
1412,JET_1238,46.55851000,56.15139000,G_1238/11
1413,JET_1239,46.55590000,56.15166000,G_1239/11
1414,JET_1240,46.53364000,56.14857000,G_1240/7
1415,JET_1241,46.52752000,56.15079000,G_1241/7
1416,JET_1242,46.53374000,56.15461000,G_1242/7 нагн.
1417,JET_1243,46.53504000,56.15437000,1243/20
1418,JET_1244,46.56041000,56.15562000,G_1244/11
1419,JET_1245,46.52862079,56.21106897,G_1245/26
1420,JET_1246,46.55798000,56.15487000,G_1246/11
1421,JET_1247,46.54934000,56.15481000,#Н/Д
1422,JET_1248,46.54314000,56.21816000,G_1248/1 нагн.
1423,JET_1249,46.53908000,56.15409000,G_1249/10
1424,JET_1250,46.53333000,56.15183000,G_1250/7 доб
1425,JET_1251,46.53079000,56.15064000,G_1251/7
1426,JET_1252,46.52873000,56.15070000,G_1252/7
1427,JET_1254,46.56009000,56.15956000,G_1254/11
1428,JET_1255,46.55158000,56.16532000,G_1255/3
1429,JET_1256,46.55396000,56.16564000,G_1256/3
1430,JET_1257,46.55750000,56.15941000,G_1257/11
1431,JET_1258,46.55537000,56.16038000,G_1258/11
1432,JET_1259,46.54919000,56.15799000,G_1259/11
1433,JET_1260,46.54655640,56.15849486,G_1260/11
1434,JET_1261,46.55398000,56.16855000,#Н/Д
1435,JET_1262,46.54549000,56.15798000,#Н/Д
1436,JET_1263,46.53940000,56.22793000,#Н/Д
1437,JET_1264,46.54145000,56.15709000,#Н/Д
1438,JET_1265,46.53289000,56.22812000,1265/28
1439,JET_1266,46.53025368,56.15502584,G_1266/20
1440,JET_1267,46.55978000,56.16356000,#Н/Д
1441,JET_1268,46.55441000,56.16297000,G_1268/10
1442,JET_1269,46.54390000,56.16150000,1269/22
1443,JET_1270,46.53588000,56.23394000,#Н/Д
1444,JET_1271,46.53376000,56.23223000,1271/28 доб.
1445,JET_1272,46.54038000,56.16041000,#Н/Д
1446,JET_1273,46.53864000,56.15937000,G_1273/10
1447,JET_1274,46.52303000,56.23060000,#Н/Д
1448,JET_1276,46.53937000,56.23791000,1276/28
1449,JET_1277,46.53449000,56.23732000,#Н/Д
1450,JET_1278,46.55998000,56.16761000,1278/3
1451,JET_1279,46.55653000,56.16703000,#Н/Д
1452,JET_1280,46.54920000,56.16594000,#Н/Д
1453,JET_1282,46.54155604,56.16501614,G_1282/22
1454,JET_1284,46.53228000,56.24176000,#Н/Д
1455,JET_1286,46.56330000,56.05689000,G_1286/13 доб.
1456,JET_1287,46.55663000,56.17075000,#Н/Д
1457,JET_1288,46.55202000,56.16969000,#Н/Д
1458,JET_1289,46.54859000,56.16940000,#Н/Д
1459,JET_1290,46.54604000,56.16993000,1290/22
1460,JET_1292,46.54087000,56.16790000,G_1292/22
1461,JET_1294,46.54937000,56.16191000,#Н/Д
1462,JET_1295,46.55867000,56.17609000,G_1295/3 нагн.
1463,JET_1296,46.55629286,56.17440864,G_1296/3
1464,JET_1297,46.55099000,56.17363000,G_1297/3 нагн
1465,JET_1298,46.54548000,56.17292000,#Н/Д
1466,JET_1299,46.53408000,56.17221000,G_1299/6  нагн.
1467,JET_1300,46.53161372,56.17086174,1300/6
1468,JET_1301,46.52949000,56.17073000,G_1301/20
1469,JET_1304,46.55055000,56.18077000,#Н/Д
1470,JET_1307,46.54548000,56.17739000,G_1307/34
1471,JET_1308,46.54047000,56.17604000,G_1308/19
1472,JET_1309,46.53737000,56.17544000,G_1309/19
1473,JET_1310,46.53569000,56.17633000,G_1310/19
1474,JET_1311,46.53174000,56.17465000,G_1311/6
1475,JET_1312,46.52913537,56.17380743,G_1312/6
1476,JET_1314,46.55153000,56.14316000,G_1314/14
1477,JET_1315,46.55593000,56.18174000,G_1315/3
1478,JET_1316,46.55318000,56.18213000,G_1316/3
1479,JET_1317,46.53973000,56.18023000,#Н/Д
1480,JET_1318,46.53502000,56.18262000,G_1318/18
1481,JET_1319,46.53109000,56.17949000,1319/6 доб.
1482,JET_1321,46.55511609,56.18552389,G_1321/3
1483,JET_1322,46.55280000,56.18573000,G_1322/9
1484,JET_1323,46.54993000,56.18451000,G_1323/9 доб.
1485,JET_1324,46.52790000,56.14712000,#Н/Д
1486,JET_1325,46.53653000,56.18255000,G_1325/19 доб.
1487,JET_1326,46.52829000,56.18191000,G_1326/6 нагн.
1488,JET_1327,46.55128000,56.18936000,#Н/Д
1489,JET_1328,46.54972000,56.15075000,G_1328/32
1490,JET_1329,46.53655000,56.18653000,G_1329/19 нагн.
1491,JET_1335,46.54906000,56.19182000,#Н/Д
1492,JET_1336,46.54672000,56.19171000,G_1336/9
1493,JET_1337,46.54011000,56.18788000,G_1337/19 доб.
1494,JET_1338,46.53867000,56.19109000,G_1338/19
1495,JET_1341,46.52704000,56.18912000,1341/6
1496,JET_1342,46.55530000,56.19673000,1342/9
1497,JET_1343,46.54961000,56.19605000,G_1343/9
1498,JET_1344,46.54132000,56.19546000,G_1344/19
1499,JET_1345,46.53835000,56.19395000,G_1345/19 доб.
1500,JET_1346,46.53390000,56.19390000,G_1346/19
1501,JET_1350,46.55197000,56.19995000,G_1350/9
1502,JET_1351,46.54911000,56.19872000,#Н/Д
1503,JET_1354,46.54084000,56.19803000,1354/19
1504,JET_1355,46.53567000,56.19780000,G_1355/19 доб.
1505,JET_1356,46.54383000,56.18482000,G_1356/19
1506,JET_1360,46.54607000,56.20269000,G_1360/9
1507,JET_1363,46.55504000,56.19218000,G_1363/9
1508,JET_1364,46.53311000,56.20122000,G_1364/12 доб.
1509,JET_1365,46.55156000,56.19237000,G_1365/9
1510,JET_1366,46.55114000,56.20759000,G_1366/9 доб.
1511,JET_1369,46.56057300,56.15324200,G_1369/9
1512,JET_1371,46.53760000,56.20533000,G_1371/12
1513,JET_1372,46.53452000,56.20465000,G_1372/12 доб.
1514,JET_1373,46.53285000,56.20503000,G_1373/12 доб.
1515,JET_1374,46.52892000,56.20408000,G_1374/17
